,Unnamed: 0,EN,Flag,Cathegory,Keyword_Count,CS,DE,ES,PT-BR,FR,NL
811,822,Around the World in 80 Days,1,Entertainment,27,Cesta kolem světa za 80 dní,In 80 Tagen um die Welt,La vuelta al mundo en 80 días,Ao redor do mundo em 80 dias,Le tour du monde en 80 jours,Rond de wereld in 80 dagen
812,823,Ali,1,Entertainment,3,Ali,Ali,Ali,Ali,Ali,Ali
813,824,The Cat in the Hat,1,Entertainment,18,Kocour,Die Katze im Hut,El gato en el sombrero,O gato do chapéu,Le chat dans le chapeau,De kat in de hoed
814,825,I Robot,1,Entertainment,7,"Já, robot",I Roboter,I Robot,I Robô,I Robot,I Robot
815,826,Kingdom of Heaven,1,Entertainment,17,Království nebeské,Himmelreich,El Reino de los Cielos,Reino do Céu,Le Royaume des cieux,Koninkrijk der Hemelen
816,827,Stuart Little,1,Entertainment,13,Myšák Stuart Little,Stuart Little,Stuart Little,Stuart Little,Stuart Little,Stuart Little
817,828,The Princess and the Frog,1,Entertainment,25,Princezna a žabák,Die Prinzessin und der Frosch,La princesa y el sapo,A Princesa e o Sapo,La Princesse et la Grenouille,De prinses en de kikker
818,829,The Martian,1,Entertainment,11,Marťan,Der Marsianer,El marciano,O marciano,The Martian,The Martian
819,830,The Island,1,Entertainment,10,Ostrov,Die Insel,La Isla,A Ilha,L'île,Het eiland
820,831,Town & Country,1,Entertainment,14,Taková rodinná romance,Stadt und Land,Ciudad y País,Cidade e país,Town & Country,Stad & Land
821,832,Gone in Sixty Seconds,1,Entertainment,21,Zmizel za šedesát vteřin,In sechzig Sekunden verschwunden,Se fue en sesenta segundos,Desaparecido em Sessenta Segundos,Parti en soixante secondes,Gone in Sixty Seconds
822,833,Gladiator,1,Entertainment,9,Gladiátor,Gladiator,Gladiador,Gladiador,Gladiateur,Gladiator
823,834,Minority Report,1,Entertainment,15,Minority Report,Minderheitenbericht,Informe de la minoría,Relatório Minoritário,Rapport sur les minorités,Minority Report
824,835,Harry Potter and the Chamber of Secrets,1,Entertainment,39,Harry Potter a Tajemná komnata,Harry Potter und die Kammer des Schreckens,Harry Potter y la Cámara de los Secretos,Harry Potter e a Câmara dos Segredos,Harry Potter et la Chambre des Secrets,Harry Potter en de Geheime Kamer
825,836,Casino Royale,1,Entertainment,13,Casino Royale,Casino Royale,Casino Royale,Cassino Royale,Casino Royale,Casino Royale
826,837,Planet of the Apes,1,Entertainment,18,Planeta opic,Planet der Affen,El planeta de los simios,Planeta dos Macacos,La planète des singes,Planet of the Apes
827,838,Terminator 2: Judgment Day,1,Entertainment,26,Terminátor 2: Soudný den,Terminator 2: Der Tag der Abrechnung,Terminator 2: Judgment Day,Exterminador 2: Dia do Julgamento,Terminator 2 : Le Jugement dernier,Terminator 2: Judgment Day
828,839,Public Enemies,1,Entertainment,14,Veřejní nepřátelé,Öffentliche Feinde,Enemigos públicos,Inimigos públicos,Ennemis publics,Publieke Vijanden
829,840,American Gangster,1,Entertainment,17,Americký gangster,American Gangster,American Gangster,Gângster Americano,American Gangster,American Gangster
830,841,True Lies,1,Entertainment,9,Pravdivé lži,True Lies,Mentiras verdaderas,Verdadeiras mentiras,True Lies,True Lies
831,842,The Taking of Pelham 1 2 3,1,Entertainment,26,Únos vlaku 1 2 3,Die Entführung von Pelham 1 2 3,La toma de Pelham 1 2 3,A tomada de Pelham 1 2 3,The Taking of Pelham 1 2 3,The Taking of Pelham 1 2 3
832,843,Little Fockers,1,Entertainment,14,Fotři jsou lotři,Kleine Fockers,Pequeños Fockers,Pequenos Fockers,Little Fockers,Little Fockers
833,844,The Other Guys,1,Entertainment,14,Benga v záloze,Die anderen Kerle,Los otros tipos,Os outros caras,Les autres gars,The Other Guys
834,845,Eraser,1,Entertainment,6,Likvidátor,Radiergummi,Borrador,Apagador,Gomme à effacer,Gum
835,846,Django Unchained,1,Entertainment,16,Nespoutaný Django,Django Unchained,Django Desencadenado,Django Unchained,Django Unchained,Django Unchained
836,847,The Hunchback of Notre Dame,1,Entertainment,27,Zvoník u Matky Boží,Der Glöckner von Notre Dame,El jorobado de Notre Dame,O Corcunda de Notre Dame,Le bossu de Notre Dame,The Hunchback of Notre Dame
837,848,The Emperor's New Groove,1,Entertainment,24,Není král jako král,Des Kaisers neue Rille,El nuevo ritmo del emperador,O novo sulco do Imperador,Le nouveau groove de l'empereur,The Emperor's New Groove
838,849,The Expendables 2,1,Entertainment,17,Expendables: Postradatelní 2,The Expendables 2,The Expendables 2,Os Expendables 2,The Expendables 2,The Expendables 2
839,850,National Treasure,1,Entertainment,17,Lovci pokladů,Nationalschatz,Tesoro Nacional,Tesouro Nacional,Trésor national,Nationale Schat
840,851,Eragon,1,Entertainment,6,Eragon,Eragon,Eragon,Eragon,Eragon,Eragon
841,852,Where the Wild Things Are,1,Entertainment,25,Max a maxipříšerky,Wo die wilden Tiere sind,Dónde están las cosas salvajes,Onde estão as Coisas Selvagens,Où sont les choses sauvages ?,Where the Wild Things Are
842,853,Epic,1,Entertainment,4,Království lesních strážců,Episch,Epic,Epic,Epic,Epic
843,854,The Tourist,1,Entertainment,11,Cizinec,Der Tourist,El turista,O Turista,Le touriste,De Toerist
844,855,End of Days,1,Entertainment,11,Konec světa,Das Ende der Tage,El fin de los días,Fim dos dias,La fin des jours,Einde der Dagen
845,856,Blood Diamond,1,Entertainment,13,Krvavý diamant,Blutdiamant,Diamante de sangre,Diamante de Sangue,Diamant de sang,Blood Diamond
846,857,The Wolf of Wall Street,1,Entertainment,23,Vlk z Wall Street,Der Wolf der Wall Street,El lobo de Wall Street,O Lobo de Wall Street,Le Loup de Wall Street,The Wolf of Wall Street
847,858,Batman Forever,1,Entertainment,14,Batman navždy,Batman Forever,Batman Forever,Batman para sempre,Batman Forever,Batman Forever
848,859,twitch,1,Entertainment,6,twitch,twitch,twitch,contrair,twitch,twitch
849,860,youtube,1,Entertainment,7,youtube,youtube,youtube,youtube,youtube,youtube
850,861,water quality,1,Environmentalism,13,kvalita vody,Wasserqualität,calidad del agua,qualidade da água,la qualité de l'eau,waterkwaliteit
851,862,fracking,1,Environmentalism,8,frakování,Fracking,fracking,fracking,fracturation,fracking
852,863,parks,1,Environmentalism,5,parky,Parks,parques,parques,parcs,parken
853,864,climate change,1,Environmentalism,14,změna klimatu,Klimawandel,cambio climático,mudança climática,le changement climatique,klimaatverandering
854,865,solar panels,1,Environmentalism,12,solární panely,Sonnenkollektoren,paneles solares,painéis solares,panneaux solaires,zonnepanelen
855,866,wind farm,1,Environmentalism,9,větrná farma,Windpark,parque eólico,parque eólico,parc éolien,windmolenpark
856,867,wind turbine,1,Environmentalism,12,větrná turbína,Windkraftanlage,turbina eólica,turbina eólica,éolienne,windturbine
857,868,ac,1,Environmentalism,2,ac,ac,ac,ac,ac,ac
858,869,carbon neutral,1,Environmentalism,14,uhlíkově neutrální,klimaneutral,neutralidad de carbono,neutro em carbono,neutre en carbone,koolstofneutraal
859,870,carbon neutral fuel,1,Environmentalism,19,uhlíkově neutrální palivo,kohlenstoffneutraler Brennstoff,combustible neutro en carbono,combustível neutro em carbono,carburant neutre en carbone,koolstofneutrale brandstof
860,871,gas,1,Environmentalism,3,plyn,Gas,gas,gás,gaz,gas
861,872,lpg,1,Environmentalism,3,lpg,lpg,lpg,lpg,gpl,lpg
862,873,cng,1,Environmentalism,3,cng,cng,gnc,cng,cng,cng
863,874,hydrogen cars,1,Environmentalism,13,vodíková auta,Wasserstoffautos,coches de hidrógeno,carros a hidrogênio,voitures à hydrogène,waterstofauto's
864,875,lottery,1,Gambling,7,loterie,Lotterie,lotería,loteria,loterie,loterij
865,876,casino,1,Gambling,6,kasino,Kasino,casino,cassino,casino,casino
866,877,casinos near me,1,Gambling,15,kasina v mé blízkosti,Casinos in meiner Nähe,casinos near me,cassinos perto de mim,casinos près de chez moi,casino's bij mij in de buurt
867,878,bet365,1,Gambling,6,bet365,bet365,bet365,bet365,bet365,bet365
868,879,fortuna,1,Gambling,7,fortuna,Glück,fortuna,fortuna,fortune,fortuin
869,880,betway,1,Gambling,6,betway,betway,betway,betway,betway,betway
870,881,1xbet,1,Gambling,5,1xbet,1xWette,1xapuesta,1xbet,1xbet,1xbet
871,882,bwin,1,Gambling,4,bwin,bwin,bwin,bwin,bwin,bwin
872,883,sazka,1,Gambling,5,sazka,sazka,sazka,sazka,sazka,sazka
873,884,tipsport,1,Gambling,8,tipsport,tipsport,tipsport,Tipsport,tipsport,tipsport
874,885,euromillions,1,Gambling,12,euromillions,euromillions,euromillones,euromilhões,euromillions,euromillions
875,886,eurojackpot,1,Gambling,11,eurojackpot,eurojackpot,eurojackpot,eurojackpot,eurojackpot,eurojackpot
876,887,vikinglotto,1,Gambling,11,vikinglotto,Wikingerlotto,vikinglotto,vikinglotto,vikinglotto,vikinglotto
877,888,sportka,1,Gambling,7,sportka,sportka,sportka,sportka,sportka,sportka
878,889,lotto,1,Gambling,5,lotto,Los,lote,lote,lot,kavel
879,890,Glückspirale,1,Gambling,12,Spirála štěstí,Glückspirale,Espiral de la suerte,Espiral da sorte,Spirale de la chance,Geluksspiraal
880,891,National lottery,1,Gambling,16,Národní loterie,Nationale Lotterie,Lotería nacional,Loteria nacional,Loterie nationale,Nationale loterij
881,892,Mega Millions,1,Gambling,13,Mega Millions,Mega-Millionen,Mega Millones,Mega Milhões,Mega Millions,Mega Millions
882,893,Powerball,1,Gambling,9,Powerball,Powerball,Powerball,Powerball,Powerball,Powerball
883,894,Grand theft auto,1,Games,16,Grand theft auto,Großer Autodiebstahl,Grand theft auto,Roubo de automóveis,Grand theft auto,Grand theft auto
884,895,Grand theft auto V,1,Games,18,Grand theft auto V,Grand theft auto V,Grand theft auto V,Roubo de automóveis V,Grand theft auto V,Grand theft auto V
885,896,Grand theft auto 5,1,Games,18,Grand theft auto 5,Grand theft auto 5,Grand theft auto 5,Roubo de automóveis 5,Grand theft auto 5,Grand theft auto 5
886,897,GTA V,1,Games,5,GTA V,GTA V,GTA V,GTA V,GTA V,GTA V
887,898,GTA,1,Games,3,GTA,GTA,GTA,GTA,GTA,GTA
888,899,GTA 5,1,Games,5,GTA 5,GTA 5,GTA 5,GTA 5,GTA 5,GTA 5
889,900,Call of Duty,1,Games,12,Call of Duty,Call of Duty,Llamada del deber,Chamado do dever,Call of Duty,Call of Duty
890,901,Minecraft,1,Games,9,Minecraft,Minecraft,Minecraft,Minecraft,Minecraft,Minecraft
891,902,Lol,1,Games,3,Lol,Lol,Lol,Lol,Lol,Lol
892,903,League of Legends,1,Games,17,League of Legends,Liga der Legenden,Liga de Leyendas,Liga de Lendas,League of Legends,League of Legends
893,904,Wow,1,Games,3,Wow,Wow,Wow,Uau,Wow,Wow
894,905,World of Warcraft,1,Games,17,World of Warcraft,Welt von Warcraft,World of Warcraft,World of Warcraft,World of Warcraft,World of Warcraft
895,906,Starcraft,1,Games,9,Starcraft,Starcraft,Starcraft,Starcraft,Starcraft,Starcraft
896,907,Steam,1,Games,5,Steam,Dampf,Vapor,Vapor,Vapeur,Stoom
897,908,Dota,1,Games,4,Dota,Dota,Dota,Dota,Dota,Dota
898,909,gun control,1,Guns,11,kontrola zbraní,Waffenkontrolle,gun control,controle de armas,contrôle des armes à feu,wapencontrole
899,910,child mortality,1,Guns,15,dětská úmrtnost,Kindersterblichkeit,mortalidad infantil,mortalidade infantil,mortalité infantile,kindersterfte
900,911,AR-15,1,Guns,5,AR-15,AR-15,AR-15,AR-15,AR-15,AR-15
901,912,Glock,1,Guns,5,Glock,Glock,Glock,Glock,Glock,Glock
902,913,guns,1,Guns,4,zbraně,Waffen,pistolas,guns,armes à feu,geweren
903,914,gun,1,Guns,3,zbraň,Waffe,arma,arma,arme à feu,pistool
904,915,cz-75,1,Guns,5,cz-75,cz-75,cz-75,cz-75,cz-75,cz-75
905,916,M1911,1,Guns,5,M1911,M1911,M1911,M1911,M1911,M1911
906,917,G43,1,Guns,3,G43,G43,G43,G43,G43,G43
907,918,P365,1,Guns,4,P365,P365,P365,P365,P365,P365
908,919,G2C,1,Guns,3,G2C,G2C,G2C,G2C,G2C,G2C
909,920,p226,1,Guns,4,p226,p226,p226,p226,p226,p226
910,921,m&p,1,Guns,3,m&p,M&P,m&p,m&p,m&p,m&p
911,922,benelli,1,Guns,7,benelli,benelli,benelli,benelli,benelli,benelli
912,923,mossberg,1,Guns,8,mossberg,mossberg,mossberg,mossberg,mossberg,mossberg
913,924,remington,1,Guns,9,remington,remington,remington,remington,remington,remington
914,925,winchester,1,Guns,10,winchester,winchester,winchester,winchester,winchester,winchester
915,926,kinds of contraception,1,Healthcare,22,druhy antikoncepce,Arten der Empfängnisverhütung,tipos de anticoncepción,tipos de contracepção,les types de contraception,soorten anticonceptie
916,927,family planning,1,Healthcare,15,plánování rodiny,Familienplanung,planificación familiar,planejamento familiar,le planning familial,gezinsplanning
917,928,universal health care,1,Healthcare,21,všeobecná zdravotní péče,allgemeine Gesundheitsversorgung,asistencia sanitaria universal,cuidados de saúde universais,les soins de santé universels,universele gezondheidszorg
918,929,sperm donors,1,Healthcare,12,dárci spermatu,Samenspender,donantes de esperma,doadores de esperma,les donneurs de sperme,spermadonoren
919,930,how to stop smoking,1,Healthcare,19,jak přestat kouřit,wie man mit dem Rauchen aufhört,cómo dejar de fumar,como parar de fumar,comment arrêter de fumer,hoe te stoppen met roken
920,931,hot to stop drinking,1,Healthcare,20,horké přestat pít,heiß aufhören zu trinken,caliente para dejar de beber,quente para parar de beber,chaud pour arrêter de boire,heet om te stoppen met drinken
921,932,lung disease,1,Healthcare,12,plicní onemocnění,Lungenkrankheit,enfermedad pulmonar,doença pulmonar,maladie pulmonaire,longziekte
922,933,how to increase my sperm,1,Healthcare,24,jak zvětšit počet spermie,wie ich meine Spermien vermehren kann,cómo aumentar mi esperma,como aumentar meu esperma,comment augmenter mon sperme,hoe verhoog ik mijn sperma
923,934,suicide hotline,1,Healthcare,15,linka pro sebevrahy,Selbstmord-Hotline,línea de ayuda al suicidio,linha direta para suicídios,ligne d'assistance sur le suicide,zelfmoordhotline
924,935,Suicide prevention lifeline,1,Healthcare,27,Záchranná linka pro prevenci sebevražd,Lebenshilfe zur Suizidprävention,Línea telefónica de prevención del suicidio,Linha de vida de prevenção de suicídios,Ligne d'assistance pour la prévention du suicide,Hulplijn voor zelfmoordpreventie
925,936,Universal health care,1,Healthcare,21,Všeobecná zdravotní péče,Universelle Gesundheitsversorgung,Atención sanitaria universal,Cuidados de saúde universais,Soins de santé universels,Universele gezondheidszorg
926,937,suicide hotline,1,Healthcare,15,horká linka pro sebevrahy,Selbstmord-Hotline,línea de ayuda al suicidio,linha direta para suicídios,ligne d'assistance sur le suicide,zelfmoordhotline
927,938,suicide prevention hotline,1,Healthcare,26,linka prevence sebevražd,Suizidpräventions-Hotline,teléfono de prevención del suicidio,linha direta de prevenção de suicídios,ligne d'assistance téléphonique pour la prévention du suicide,hotline voor zelfmoordpreventie
928,939,suicide number,1,Healthcare,14,počet sebevražd,Selbstmordrate,número de suicidio,número de suicídio,numéro de suicide,zelfmoordnummer
929,940,morning sickness,1,Healthcare,16,ranní nevolnost,morgendliche Übelkeit,náuseas matutinas,enjôo matinal,nausées matinales,ochtendmisselijkheid
930,941,vaccines,1,Healthcare,8,očkovací látky,Impfstoffe,vacunas,vacinas,vaccins,vaccins
931,942,vaccination,1,Healthcare,11,očkování,Impfung,vacunación,vacinação,vaccination,vaccinatie
932,943,depression,1,Healthcare,10,deprese,Depression,depresión,depressão,dépression,depressie
933,944,psychiatrist,1,Healthcare,12,psychiatr,Psychiater,psiquiatra,psiquiatra,psychiatre,psychiatrist
934,945,health care,1,Healthcare,11,zdravotní péče,Gesundheitsfürsorge,atención sanitaria,cuidados com a saúde,soins de santé,gezondheidszorg
935,946,health insurance,1,Healthcare,16,zdravotní pojištění,Krankenkasse,seguro de salud,seguro saúde,l'assurance maladie,ziektekostenverzekering
936,947,infertility,1,Healthcare,11,neplodnost,Unfruchtbarkeit,infertilidad,infertilidade,infertilité,onvruchtbaarheid
937,948,uv light,1,Healthcare,8,UV světlo,UV-Licht,luz ultravioleta,uv luz,lumière UV,uv-licht
938,949,sunscreen,1,Healthcare,9,opalovací krém,Sonnenschutzmittel,protector solar,protetor solar,écran solaire,zonnebrandcrème
939,950,uv index,1,Healthcare,8,uv index,uv index,índice uv,índice uv,indice uv,uv-index
940,951,what is uv index,1,Healthcare,16,co je uv index,was ist der uv-index,qué es el índice uv,o que é índice uv,qu'est-ce que l'indice uv,wat is uv-index
941,952,what is spf,1,Healthcare,11,co je spf,was ist spf,qué es el spf,o que é spf,qu'est-ce que le spf,wat is spf
942,953,spf,1,Healthcare,3,spf,spf,spf,spf,spf,spf
943,954,dehydratation,1,Healthcare,13,dehydratace,Dehydratisierung,deshidratación,desidratação,déshydratation,dehydratatie
944,955,hydratation,1,Healthcare,11,hydratace,Hydratation,hidratación,hidratação,hydratation,hydratatie
945,957,how to lose weight,1,Healthcare,18,jak zhubnout,wie man abnimmt,cómo perder peso,como perder peso,comment perdre du poids,hoe gewicht te verliezen
946,958,lossing weight tips,1,Healthcare,19,tipy na hubnutí,Tipps zum Abnehmen,consejos para perder peso,dicas para a perda de peso,conseils pour perdre du poids,tips om af te vallen
947,959,abortion,1,Healthcare,8,potrat,Abtreibung,aborto,aborto,avortement,abortus
948,960,consequences of abortion,1,Healthcare,24,důsledky potratů,Folgen des Schwangerschaftsabbruchs,consecuencias del aborto,conseqüências do aborto,les conséquences de l'avortement,gevolgen van abortus
949,961,skin cancer,1,Healthcare,11,rakovina kůže,Hautkrebs,cáncer de piel,câncer de pele,le cancer de la peau,huidkanker
950,962,melanoma,1,Healthcare,8,melanom,Melanom,melanoma,melanoma,mélanome,melanoom
951,963,birthmarks,1,Healthcare,10,mateřská znaménka,Muttermale,marcas de nacimiento,marcas de nascença,taches de naissance,moedervlekken
952,964,is my birthmark cancer,1,Healthcare,22,je moje mateřské znaménko rakovina,ist mein Muttermal Krebs,¿es mi marca de nacimiento un cáncer?,é minha marca de nascença câncer,Ma tache de naissance est-elle un cancer ?,is mijn moedervlek kanker
953,965,birthmark cancer,1,Healthcare,16,rakovina mateřského znaménka,Muttermalkrebs,cáncer de marca de nacimiento,câncer de marca de nascença,cancer des taches de naissance,moedervlek kanker
954,966,sleep deprivation,1,Healthcare,17,nedostatek spánku,Schlafentzug,privación del sueño,privação de sono,manque de sommeil,slaaptekort
955,967,how to sleep,1,Healthcare,12,jak spát,wie man schläft,cómo dormir,como dormir,comment dormir,hoe te slapen
956,968,melatonin,1,Healthcare,9,melatonin,Melatonin,melatonina,melatonina,mélatonine,melatonine
957,969,can't fall asleap,1,Healthcare,17,nemohu usnout,kann nicht fallen wie springen,no puede caer asleap,não pode cair no sono,ne peut pas tomber en sautant,kan niet vallen als een sprong
958,970,stress from work,1,Healthcare,16,stres z práce,Stress bei der Arbeit,el estrés del trabajo,estresse do trabalho,le stress du travail,werkstress
959,971,therapy,1,Healthcare,7,terapie,Therapie,terapia,terapia,thérapie,therapie
960,972,therapist,1,Healthcare,9,terapeut,Therapeut,terapeuta,terapeuta,thérapeute,therapeut
961,973,depresion,1,Healthcare,9,deprese,Depression,depresion,depressão,dépression,depressie
962,974,hospital bill,1,Healthcare,13,účet za pobyt v nemocnici,Krankenhausrechnung,factura del hospital,conta hospitalar,facture d'hôpital,ziekenhuisrekening
963,975,hospital check,1,Healthcare,14,kontrola v nemocnici,Krankenhaus-Check,control hospitalario,cheque hospitalar,contrôle de l'hôpital,ziekenhuiscontrole
964,976,childbirth cost,1,Healthcare,15,náklady na porod,Entbindungskosten,coste del parto,custo do parto,coût de l'accouchement,kosten bevalling
965,977,child raising to the norms of western cultures,1,Healthcare,46,výchova dětí podle norem západních kultur,Kindererziehung nach den Normen der westlichen Kulturen,la crianza de los niños según las normas de las culturas occidentales,a educação da criança para as normas das culturas ocidentais,l'éducation des enfants selon les normes des cultures occidentales,opvoeding van kinderen volgens de normen van westerse culturen
966,978,reduced mortality,1,Healthcare,17,snížená úmrtnost,verringerte Sterblichkeit,reducción de la mortalidad,redução da mortalidade,mortalité réduite,verminderde sterfte
967,979,increased beds hospital relative to population size,1,Healthcare,51,zvýšení počtu lůžek v nemocnici vzhledem k počtu obyvatel,mehr Krankenhausbetten im Verhältnis zur Bevölkerungszahl,aumento de camas de hospital en relación con el tamaño de la población,aumento dos leitos hospitalares em relação ao tamanho da população,augmentation du nombre de lits d'hôpitaux par rapport à la taille de la population,meer bedden ziekenhuis in verhouding tot bevolkingsomvang
968,980,mens in reproductive sexual health practices,1,Healthcare,44,mužů v oblasti reprodukčního sexuálního zdraví,Praktiken der reproduktiven sexuellen Gesundheit von Männern,los hombres en las prácticas de salud sexual reproductiva,homens nas práticas de saúde sexual reprodutiva,les hommes dans les pratiques de santé sexuelle reproductive,mannen in reproductieve seksuele gezondheidspraktijken
969,981,hospital near me,1,Healthcare,16,nemocnice v mém okolí,Krankenhaus in meiner Nähe,hospital cerca de mí,hospital perto de mim,hôpital près de chez moi,ziekenhuis bij mij in de buurt
970,982,Apartments for rent,1,Housing,19,Apartmány k pronájmu,Wohnungen zur Miete,Apartamentos en alquiler,Apartamentos para alugar,Appartements à louer,Appartementen te huur
971,983,Apartments for sale,1,Housing,19,Apartmány na prodej,Wohnungen zu verkaufen,Apartamentos en venta,Apartamentos para venda,Appartements à vendre,Appartementen te koop
972,984,Houses for rent,1,Housing,15,Domy k pronájmu,Häuser zur Miete,Casas en alquiler,Casas para alugar,Maisons à louer,Huizen te huur
973,985,Houses for sale,1,Housing,15,Domy na prodej,Häuser zu verkaufen,Casas en venta,Casas para venda,Maisons à vendre,Huizen te koop
974,986,real estate,1,Housing,11,nemovitosti,Liegenschaften,inmobiliario,bens imobiliários,immobilier,onroerend goed
975,987,cheap real estate,1,Housing,17,levné nemovitosti,günstige Immobilien,inmuebles baratos,bens imobiliários baratos,immobilier bon marché,goedkoop onroerend goed
976,988,flats New York,1,Housing,14,byty New York,Wohnungen New York,pisos Nueva York,apartamentos Nova York,appartements New York,flats New York
977,989,flats LA,1,Housing,8,byty LA,Wohnungen LA,pisos LA,apartamentos LA,appartements LA,flats LA
978,990,flats Seattle,1,Housing,13,byty Seattle,Wohnungen Seattle,pisos Seattle,Seattle Flats,appartements Seattle,flats Seattle
979,991,flats Vancouver,1,Housing,15,byty Vancouver,flats Vancouver,pisos Vancouver,Vancouver Flats,flats Vancouver,appartementen Vancouver
980,992,flats Miami,1,Housing,11,byty Miami,Wohnungen Miami,pisos Miami,apartamentos Miami,appartements à Miami,flats Miami
981,993,flats London,1,Housing,12,byty Londýn,Wohnungen London,pisos Londres,apartamentos Londres,appartements à Londres,appartementen Londen
982,994,flats Manchester,1,Housing,16,byty Manchester,Wohnungen Manchester,pisos Manchester,apartamentos Manchester,appartements Manchester,Appartementen Manchester
983,995,flats Paris,1,Housing,11,byty Paříž,flats Paris,pisos París,apartamentos Paris,flats Paris,appartementen Parijs
984,996,flats Marseille,1,Housing,15,byty Marseille,flats Marseille,pisos Marsella,apartamentos em Marselha,flats Marseille,appartementen Marseille
985,997,flats Madrid,1,Housing,12,byty Madrid,Wohnungen Madrid,pisos Madrid,apartamentos Madrid,appartements Madrid,appartementen Madrid
986,998,flats Barcelona,1,Housing,15,byty Barcelona,Wohnungen Barcelona,pisos Barcelona,apartamentos Barcelona,appartements Barcelone,appartementen Barcelona
987,999,flats Berlin,1,Housing,12,byty Berlin,Wohnungen Berlin,pisos Berlín,apartamentos Berlim,appartements à Berlin,appartementen Berlijn
988,1000,flats,1,Housing,12,byty Mnichov,Wohnungen München,pisos Múnich,apartamentos Munique,appartements Munich,flats München
989,1001,flats Karlruhe,1,Housing,14,apartmány Karlruhe,Wohnungen Karlruhe,apartamentos Karlruhe,apartamentos Karlruhe,appartements Karlruhe,appartementen Karlruhe
990,1002,flats Moscow,1,Housing,12,byty Moskva,Wohnungen Moskau,pisos Moscú,apartamentos Moscou,appartements Moscou,appartementen Moskou
991,1003,flats St. Petersburg,1,Housing,20,apartmány Petrohrad,Wohnungen St. Petersburg,apartamentos San Petersburgo,apartamentos São Petersburgo,appartements St. Petersburg,appartementen St. Petersburg
992,1004,flats Prague,1,Housing,12,byty Praha,Wohnungen Prag,pisos Praga,apartamentos Praga,appartements Prague,appartementen Praag
993,1005,flats,1,Housing,10,byty Brno,Wohnungen Brünn,pisos Brno,apartamentos Brno,appartements Brno,flats Brno
994,1006,flats Ostrava,1,Housing,13,byty Ostrava,flats Ostrava,pisos Ostrava,apartamentos Ostrava,flats Ostrava,appartementen Ostrava
995,1007,flats Warsaw,1,Housing,12,byty Varšava,Wohnungen Warschau,pisos Varsovia,apartamentos em Varsóvia,appartements à Varsovie,appartementen Warschau
996,1008,flats Krakow,1,Housing,12,byty Krakow,Wohnungen Krakau,pisos Cracovia,apartamentos em Cracóvia,appartements Cracovie,appartementen Krakau
997,1009,urbanition,1,Housing,10,urbanition,urbanition,urbanización,urbanização,urbanition,urbanisatie
998,1010,goodwill,1,Charities,8,goodwill,Goodwill,buena voluntad,boa vontade,goodwill,goodwill
999,1011,charity,1,Charities,7,charita,Wohltätigkeit,caridad,caridade,charité,liefdadigheid
1000,1012,United way worldwide,1,Charities,20,United way worldwide,United Way weltweit,United Way en todo el mundo,Caminho unido em todo o mundo,Centraide dans le monde,United way wereldwijd
1001,1013,feeding america,1,Charities,15,krmení Ameriky,Ernährung Amerikas,alimentar a américa,américa de alimentação,nourrir l'amérique,het voeden van Amerika
1002,1014,salvation army,1,Charities,14,Armáda spásy,Heilsarmee,ejército de salvación,exército de salvação,armée du salut,leger des Heils
1003,1015,St. Jude Children's Research Hospital,1,Charities,37,Dětská výzkumná nemocnice St. Jude,St. Jude Children's Research Hospital,Jude Children's Research Hospital,Hospital de Pesquisa Infantil St. Jude,Hôpital de recherche pour enfants St. Jude,St. Jude Children's Research Hospital
1004,1016,Direct Relief,1,Charities,13,Přímá úleva,Direktes Relief,Ayuda directa,Alívio direto,Secours direct,Directe verlichting
1005,1017,Habitat for humanity international,1,Charities,34,Habitat for humanity international,Habitat for humanity international,Hábitat para la Humanidad Internacional,Habitat para a humanidade internacional,Habitat for humanity international,Habitat for humanity international
1006,1018,Americares,1,Charities,10,Americares,Americares,Americares,Americares,Americares,Americares
1007,1019,YMCA,1,Charities,4,YMCA,YMCA,YMCA,YMCA,YMCA,YMCA
1008,1020,British Heart Foundation,1,Charities,24,British Heart Foundation,Britische Herzstiftung,Fundación Británica del Corazón,Fundação Coração Britânico,Fondation britannique du cœur,Britse Hartstichting
1009,1021,Cancer Research UK,1,Charities,18,Výzkum rakoviny ve Velké Británii,Krebsforschung UK,Investigación sobre el cáncer en el Reino Unido,Pesquisa sobre o câncer no Reino Unido,Cancer Research UK,Cancer Research UK
1010,1022,Macmillan cancer support,1,Charities,24,Podpora Macmillan při rakovině,Macmillan Krebshilfe,Apoyo al cáncer de Macmillan,Suporte Macmillan para o câncer,Soutien de Macmillan pour le cancer,Macmillan kankerbestrijding
1011,1023,British red cross,1,Charities,17,Britský červený kříž,Britisches Rotes Kreuz,Cruz Roja británica,Cruz vermelha britânica,Croix-Rouge britannique,Brits rood kruis
1012,1024,St. John Ambulance,1,Charities,18,Sanitka svatého Jana,St. John Ambulance,San Juan Ambulancia,São João Ambulância,Ambulance Saint-Jean,St John Ambulance
1013,1025,Marie Curie,1,Charities,11,Marie Curie,Marie Curie,Marie Curie,Marie Curie,Marie Curie,Marie Curie
1014,1026,Great Ormond Street hospital,1,Charities,28,Nemocnice Great Ormond Street,Krankenhaus Great Ormond Street,Hospital de Great Ormond Street,Hospital Great Ormond Street,Hôpital de Great Ormond Street,Great Ormond Street ziekenhuis
